count,percentile_0,facility_type,floor_area_min,floor_area_max,percentile_50,standard_dev,percentile_25,percentile_75,percentile_100,mean,state
14.0,35.5357946269,Education - Elementary or middle school,100000.0,200000.0,60.6394264831,11.6148703274,52.6851226966,68.0741663899,74.2687651761,59.3063247945,DE
0.0,,Office - Uncategorized,2000.0,5000.0,,,,,,,DE
28.0,12.6676605858,Retail - Uncategorized,5000.0,10000.0,98.8875227221,64.4390189516,67.95,125.330150304,360.491233802,105.035170495,DE
17.0,1.65521122921,Office - Uncategorized,20000.0,50000.0,65.9284980122,43.8627961271,56.8812180705,105.075810373,147.192456261,75.8605185857,DE
0.0,,Commercial - Uncategorized,200000.0,14500000.0,,,,,,,DE
13125.0,1.00245593348,Residential - Unknown,1000.0,2000.0,35.622251373,14.0910270011,27.7279224866,44.6371541826,138.989067874,37.0377234359,FL
103.0,18.1097852029,Service - Post office or postal center,20000.0,50000.0,48.332046332,16.4042773881,42.508855657,59.411094512,126.004273504,52.1521404741,FL
811.0,3.1,Retail - Uncategorized,10000.0,20000.0,114.568890785,26.2497451408,103.35132503,140.643599437,282.381455494,120.428385617,FL
253.0,11.1103850987,Office - Uncategorized,200000.0,14500000.0,53.4224859802,17.5119956263,37.4766355935,61.7803975959,108.937153412,51.2917748155,FL
6596.0,1.29851375127,Residential - Unknown,2000.0,5000.0,29.9715940849,10.7864476068,23.9198940024,36.4479362643,160.13987593,30.7187261222,FL
0.0,,Single Family - Uncategorized,1000.0,2000.0,,,,,,,FL
146.0,21.4795513705,Retail - Uncategorized,20000.0,50000.0,61.5906229098,18.52596668,51.9182680139,74.0,178.0,64.0503023496,FL
135.0,2.11855670103,Service - Post office or postal center,10000.0,20000.0,55.1164383562,20.0087021683,45.4165870235,68.7918507235,145.94017094,58.747461438,FL
74.0,70.0,Food Sales,100000.0,200000.0,109.0,16.5371469926,100.0,117.0,162.0,110.594594595,FL
92.0,53.7802879637,Office - Bank or other financial,2000.0,5000.0,100.692613236,28.0051109978,84.0449431692,113.911652347,198.009624747,102.534214851,FL
229.0,15.6465236919,Office - Uncategorized,100000.0,200000.0,57.5138873253,19.2331353206,50.6220633153,65.1457402372,181.537341772,60.1685768122,FL
117.0,5.58135252051,Commercial - Uncategorized,200000.0,14500000.0,27.6853232042,16.0260606751,20.7837447187,33.3403668167,129.91013018,30.4255462416,FL
78.0,20.3286457212,Retail - Uncategorized,100000.0,200000.0,43.3901781653,16.8671808725,32.25,61.9977256097,82.1205475361,47.3142198536,FL
83.0,4.0,Retail - Uncategorized,50000.0,100000.0,42.301529499,14.4422875708,38.8322745431,47.0014484534,98.0,45.3001012935,FL
274.0,2.05552006568,Single Family - Detached,2000.0,5000.0,23.5792669123,10.6820770478,18.0476831628,31.0482988069,75.4049072134,25.4043757063,FL
79.0,79.0,Food Sales,200000.0,14500000.0,103.0,13.2890493094,97.5,111.0,149.0,105.303797468,FL
101.0,7.73130198844,Office - Uncategorized,50000.0,100000.0,53.7797808039,24.5033538745,49.0168788726,63.6066665717,175.30754352,58.2780450512,FL
148.0,1.7,Retail - Uncategorized,2000.0,5000.0,79.95,56.0933317875,64.15,101.225,491.920261572,86.9026279269,FL
90.0,8.69139004972,Apartment Unit,0.0,1000.0,34.0469023384,16.0890891979,25.5167288383,45.5556974994,98.4899910517,36.8802018309,FL
90.0,12.8247487255,Education - Elementary or middle school,100000.0,200000.0,29.1049902273,12.1430091811,24.1534101112,34.2475324299,111.823126485,30.6611121338,FL
1258.0,1.0881788306,Residential - Unknown,0.0,1000.0,45.8603709188,22.3294077169,34.2603300881,60.8922899029,193.969220461,48.8850178826,FL
191.0,6.97180734644,Single Family - Detached,1000.0,2000.0,34.5733814127,16.0324119334,26.3960280102,45.3832471413,97.20610083,37.7480772756,FL
51.0,6.05443668543,Residential - Unknown,5000.0,10000.0,26.65284987,9.85849004217,19.3286877005,33.8363357747,51.95738899,26.8096138692,FL
93.0,125.924363582,Food Service - Restaurant or cafeteria,2000.0,5000.0,376.555946137,149.90968822,319.690047572,536.806503556,839.08865394,428.697010904,FL
0.0,,Food Service - Uncategorized,1000.0,2000.0,,,,,,,FL
40.0,14.4208109889,Education - Elementary or middle school,200000.0,14500000.0,31.9459539295,9.27564748943,21.7280100212,35.8302713182,51.9762274571,30.2657690869,GA
56.0,23.7413043478,Service - Post office or postal center,20000.0,50000.0,50.2708667181,21.7714998933,38.8099939694,60.0686996029,134.732782369,54.2351235956,GA
0.0,,Multifamily - Uncategorized,10000.0,20000.0,,,,,,,GA
197.0,44.5,Retail - Uncategorized,10000.0,20000.0,100.428951344,21.7151114485,92.9440840284,116.977043828,187.735096017,105.013244635,GA
303.0,14.7402560327,Office - Uncategorized,200000.0,14500000.0,57.5793063406,28.3541610354,46.9677260635,67.2012706243,330.308222029,59.2214952797,GA
51.0,16.0519391015,Single Family - Uncategorized,1000.0,2000.0,45.757350107,12.8545394894,38.5308590508,54.7995772601,77.0565762222,47.0066852646,GA
73.0,32.1120221014,Retail - Uncategorized,20000.0,50000.0,53.1573484018,15.5325474759,45.1970820669,65.0,112.0,55.7698221217,GA
74.0,26.183908046,Service - Post office or postal center,10000.0,20000.0,54.4000557414,20.4698151327,44.3112613982,66.5327380952,156.062893082,57.7731685639,GA
48.0,13.2196627906,Education - Elementary or middle school,50000.0,100000.0,42.1375120011,17.9008027364,38.1297034869,46.1502633091,146.532215593,45.1020401235,GA
69.0,83.0,Food Sales,100000.0,200000.0,106.0,13.1051391363,98.0,116.0,138.0,107.927536232,GA
63.0,7.6,Retail - Uncategorized,2000.0,5000.0,104.4,38.162550828,79.8,120.6,211.1,97.6503599618,GA
84.0,202.084102564,Food Service - Uncategorized,1000.0,2000.0,297.809692308,46.9442448574,268.350599206,335.189336378,414.934857143,301.780725491,GA
63.0,9.18179481835,Single Family - Uncategorized,2000.0,5000.0,37.6065050981,14.2491467297,29.7774688666,49.8021545992,70.5649326794,39.5716998922,GA
60.0,17.4418673408,Retail - Uncategorized,50000.0,100000.0,43.3564075172,18.0551829881,40.351247155,48.3186311622,150.137022662,46.7226055034,GA
171.0,2.30122190259,Single Family - Detached,2000.0,5000.0,29.7828129466,14.2360606684,21.4991156765,40.5166003452,86.0779995829,31.7975004215,GA
50.0,83.0,Food Sales,200000.0,14500000.0,103.5,9.4699524814,98.0,108.0,128.0,103.44,GA
56.0,20.8359533557,Office - Uncategorized,50000.0,100000.0,61.9998755157,42.427243694,49.961661943,75.6033543319,208.368983957,74.6021229812,GA
236.0,24.3322142591,Office - Uncategorized,100000.0,200000.0,53.8613085841,24.5081154715,45.6676252044,63.166540478,222.921728972,57.2040608889,GA
223.0,18.3633984091,Education - Elementary or middle school,100000.0,200000.0,34.3716751205,5.72948322168,30.5925637087,37.7502797206,53.3742721496,34.187345659,GA
94.0,5.71206025525,Single Family - Detached,1000.0,2000.0,49.9354927747,26.3622724235,33.408883884,68.4522692207,181.153527024,53.4787606746,GA
50.0,7.83561993273,Office - Uncategorized,20000.0,50000.0,56.0254097135,44.991406928,47.8879886589,72.2047661246,297.321238347,68.3956685198,GA
90.0,64.4726282464,Food Service - Restaurant or cafeteria,2000.0,5000.0,436.217939002,123.357111312,379.581220486,494.075358045,904.200532687,445.068403104,GA
132.0,17.5181872336,Education - Other classroom,100000.0,200000.0,34.1779071282,4.81726172763,32.0919394899,37.6317318533,44.2798737569,34.0682627394,GA
120.0,12.0773808743,Commercial - Uncategorized,200000.0,14500000.0,27.8027095555,12.3034031439,21.2530661943,32.4113287372,97.5118278467,29.1679924817,GA
43.0,4.22623452517,Single Family - Detached,5000.0,10000.0,15.6975960246,9.80827430734,11.4602627052,25.3717380252,47.2682270994,19.0192910617,GA
0.0,,Single Family - Detached,0.0,1000.0,,,,,,,HI
18.0,13.4373501345,Education - Other classroom,50000.0,100000.0,19.9250728448,5.86168641827,18.0402426821,22.8947767187,35.3590378085,21.5972512206,HI
0.0,,Retail - Uncategorized,10000.0,20000.0,,,,,,,HI
0.0,,Health Care - Inpatient,200000.0,14500000.0,,,,,,,HI
0.0,,Food Service - Uncategorized,0.0,1000.0,,,,,,,HI
0.0,,Commercial - Other,5000.0,10000.0,,,,,,,HI
25.0,19.2046170543,Office - Uncategorized,200000.0,14500000.0,52.5544422889,22.0868081249,41.4015772415,60.6973275307,122.037362973,54.3821386062,HI
0.0,,Retail - Big Box (> 50K sf),100000.0,200000.0,,,,,,,HI
0.0,,Education - Other classroom,20000.0,50000.0,,,,,,,HI
13.0,39.197080292,Service - Post office or postal center,10000.0,20000.0,75.2865853659,23.1239703323,61.2881355932,90.1136363636,109.590062112,76.1813764941,HI
0.0,,Commercial - Other,2000.0,5000.0,,,,,,,HI
0.0,,Office - Uncategorized,5000.0,10000.0,,,,,,,HI
11.0,34.2746118122,Office - Uncategorized,100000.0,200000.0,55.69928207,12.5719635145,45.6417453299,63.9375310074,71.447031526,54.1226807188,HI
10.0,13.4177548888,Commercial - Uncategorized,200000.0,14500000.0,32.7287985912,30.3550826304,26.1983306946,38.1259625926,118.102959742,41.0275080129,HI
14.0,10.3393076818,Retail - Uncategorized,50000.0,100000.0,47.5462719132,18.1995884474,33.75,51.5,79.0,44.7282064883,HI
13.0,7.0120689549,Single Family - Detached,2000.0,5000.0,12.8045935487,5.34169108097,10.5239739372,17.9794720333,25.2000777134,13.8075150794,HI
12.0,23.6117559998,Office - Uncategorized,50000.0,100000.0,41.2620637232,10.247649591,34.4483983376,49.4688582635,57.8111414791,41.025106046,HI
0.0,,Food Service - Uncategorized,2000.0,5000.0,,,,,,,HI
0.0,,Apartment Unit,0.0,1000.0,,,,,,,HI
19.0,6.85678635455,Single Family - Detached,1000.0,2000.0,18.6357343456,6.55994966039,11.6910416251,23.2845300406,26.8214580332,17.8800420969,HI
0.0,,Office - Uncategorized,20000.0,50000.0,,,,,,,HI
0.0,,Education - Other classroom,100000.0,200000.0,,,,,,,HI
0.0,,Food Service - Uncategorized,1000.0,2000.0,,,,,,,HI
0.0,,Lodging - Hotel,200000.0,14500000.0,,,,,,,HI
0.0,,Commercial - Other,10000.0,20000.0,,,,,,,HI
61.0,16.9689884895,Commercial - Uncategorized,50000.0,100000.0,119.9981672,93.9212221129,50.0389224122,171.825519455,448.112026757,126.210349946,IA
64.0,23.6355692881,Education - Other classroom,50000.0,100000.0,50.143690814,30.6893195082,35.5522523186,61.6113220999,212.965660562,55.5328054042,IA
68.0,59.8814819045,Retail - Uncategorized,10000.0,20000.0,142.330081998,30.0521739785,126.499418748,163.594740304,206.853302071,142.722108786,IA
29.0,15.0790111521,Education - Elementary or middle school,20000.0,50000.0,51.2491929973,15.5392421386,37.9511426302,59.9506805803,75.7729441257,49.1991589001,IA
61.0,22.8890483292,Commercial - Uncategorized,20000.0,50000.0,61.97445423,65.2265683867,39.5254241471,103.510839472,385.363997284,81.9051794055,IA
47.0,24.8642970991,Education - Other classroom,20000.0,50000.0,56.4666834834,32.1975791206,37.8100782802,72.5521171486,164.527173913,61.5802295528,IA
34.0,37.2121896565,Retail - Uncategorized,20000.0,50000.0,74.9100151809,33.0891022233,57.8161043452,96.5,188.779466642,81.8130688971,IA
25.0,17.5642458101,Service - Post office or postal center,10000.0,20000.0,77.6237113402,27.0414647006,60.03,100.661157025,125.111940299,77.6035054901,IA
44.0,13.739361839,Education - Elementary or middle school,50000.0,100000.0,31.4642360156,14.8052961581,26.3858135115,45.8363443893,84.136190125,36.373797262,IA
34.0,82.0,Food Sales,100000.0,200000.0,128.0,22.6794291427,119.25,137.5,184.0,127.647058824,IA
17.0,40.2252869228,Service - Other service,5000.0,10000.0,78.4470151,50.5525893434,51.1763666318,115.00423237,196.229900354,94.6159732766,IA
26.0,17.1845935957,Commercial - Uncategorized,200000.0,14500000.0,120.087300594,111.129823247,70.4025577049,178.645337447,459.382517143,142.72823451,IA
23.0,16.7938377861,Commercial - Uncategorized,10000.0,20000.0,65.4627008827,39.9997878274,51.3857976452,93.4291447515,167.99153531,76.0174484384,IA
31.0,26.1354168396,Retail - Uncategorized,50000.0,100000.0,47.5441068966,36.0385952959,43.2142867026,55.6583949191,241.941318603,54.8229358152,IA
121.0,6.70161968575,Single Family - Detached,2000.0,5000.0,33.1427792865,31.0964083146,26.4926740012,43.0649039983,335.758154087,37.323563998,IA
45.0,21.886058127,Service - Other service,10000.0,20000.0,70.9828765058,27.3231032085,57.4192638489,91.1254777124,195.349402993,75.1080546218,IA
24.0,21.0921720479,Office - Uncategorized,50000.0,100000.0,48.5499157167,34.8682436218,32.1325593195,58.3365938897,152.509898858,55.3406082409,IA
45.0,14.848419482,Commercial - Uncategorized,100000.0,200000.0,137.091337366,140.56753048,48.5925929453,206.830193406,658.983113948,159.287145485,IA
20.0,12.8867701119,Education - Elementary or middle school,100000.0,200000.0,39.2708295443,19.3558937261,29.2982785443,59.7160035972,79.5304129317,42.5005274554,IA
51.0,32.6701493458,Multifamily - Uncategorized,1000.0,2000.0,66.695758665,45.8704739239,49.6150175063,82.3933126571,274.140969576,75.2681284273,IA
49.0,26.4995765403,Office - Uncategorized,10000.0,20000.0,57.7523170442,23.0444352834,45.9630958668,78.8904182107,126.073310285,63.6397440577,IA
35.0,13.8462897307,Single Family - Detached,1000.0,2000.0,47.7062394798,21.8985991892,36.0608597325,68.0527735432,98.5606170832,50.4983517935,IA
58.0,8.04934462687,Office - Uncategorized,20000.0,50000.0,54.0830842986,55.4138764302,38.0882504371,84.0296555703,349.838210764,69.5935070024,IA
24.0,17.8690729319,Education - Other classroom,100000.0,200000.0,39.4639982606,19.7365607107,30.8280888701,50.9354891004,115.059150296,43.2381619795,IA
20.0,87.8,Food Service - Uncategorized,1000.0,2000.0,319.823888889,82.2161560007,296.305833333,344.045675505,481.908439898,312.287039629,IA
0.0,,Service - Post office or postal center,20000.0,50000.0,,,,,,,ID
0.0,,Multifamily - Uncategorized,10000.0,20000.0,,,,,,,ID
38.0,72.7168991539,Retail - Uncategorized,10000.0,20000.0,108.077063694,23.2535176069,95.5178652968,133.264195644,174.39446418,114.250459213,ID
0.0,,Office - Uncategorized,10000.0,20000.0,,,,,,,ID
0.0,,Office - Uncategorized,5000.0,10000.0,,,,,,,ID
0.0,,Office - Uncategorized,200000.0,14500000.0,,,,,,,ID
19.0,22.0,Retail - Uncategorized,20000.0,50000.0,60.8315217142,21.9417077805,52.2368068215,66.9138856117,115.0,61.1707256863,ID
19.0,26.0337078652,Service - Post office or postal center,10000.0,20000.0,63.1428571429,41.6477267407,54.3341106148,87.4288731805,196.520547945,76.2961821993,ID
14.0,25.3245129103,Education - Elementary or middle school,50000.0,100000.0,35.8626550451,7.03390843354,32.9380397143,39.6656306708,52.9944368554,36.5328676811,ID
11.0,99.0,Food Sales,100000.0,200000.0,106.0,9.45900244596,104.0,113.0,133.0,109.545454545,ID
0.0,,Office - Uncategorized,100000.0,200000.0,,,,,,,ID
25.0,208.602272727,Food Service - Uncategorized,1000.0,2000.0,298.672,59.5728316299,262.327333333,336.897222222,419.715333333,303.42402864,ID
0.0,,Retail - Uncategorized,100000.0,200000.0,,,,,,,ID
0.0,,Education - High school,200000.0,14500000.0,,,,,,,ID
23.0,12.0,Retail - Uncategorized,50000.0,100000.0,45.5489006695,16.9916762012,36.8259743662,49.4410749646,88.0,45.4835334478,ID
10.0,91.0,Food Sales,200000.0,14500000.0,109.5,8.31664996658,106.25,111.0,114.0,106.5,ID
0.0,,Office - Uncategorized,50000.0,100000.0,,,,,,,ID
0.0,,Multifamily - Uncategorized,20000.0,50000.0,,,,,,,ID
0.0,,Education - Elementary or middle school,100000.0,200000.0,,,,,,,ID
24.0,26.6164065679,Education - Elementary or middle school,20000.0,50000.0,36.290547759,10.3594828205,31.3952604199,48.6552911597,59.164024033,39.1202746879,ID
0.0,,Retail - Big Box (> 50K sf),50000.0,100000.0,,,,,,,ID
18.0,16.8420055355,Office - Uncategorized,20000.0,50000.0,70.8956680983,75.6327709361,43.2285379737,102.440551301,343.887700535,88.6096930597,ID
0.0,,Warehouse - Non-refrigerated,20000.0,50000.0,,,,,,,ID
0.0,,Education - Other classroom,100000.0,200000.0,,,,,,,ID
0.0,,Office - Uncategorized,2000.0,5000.0,,,,,,,ID
90.0,12.8940677966,Service - Post office or postal center,20000.0,50000.0,86.8947666111,33.7736749691,75.1936747672,107.96620527,199.199233716,94.6898150223,IL
195.0,48.641038961,Food Service - Uncategorized,1000.0,2000.0,330.704415584,69.9680240403,293.840606061,364.676387916,533.248308525,332.339360044,IL
560.0,22.2,Retail - Uncategorized,10000.0,20000.0,138.318774692,37.255034095,119.566370867,157.010072125,369.510409327,142.193190962,IL
612.0,19.0427913867,Office - Uncategorized,200000.0,14500000.0,67.55,37.8506241809,54.0195601039,84.6281245916,521.42013775,72.5449366683,IL
415.0,24.2272330541,Single Family - Uncategorized,1000.0,2000.0,118.706601009,46.7553176515,88.182933426,149.316185263,351.392288332,122.097278907,IL
109.0,15.9,Retail - Uncategorized,20000.0,50000.0,71.5257208462,30.8900112933,56.0307474035,92.0,196.695299124,76.7775520105,IL
100.0,44.7788461538,Service - Post office or postal center,10000.0,20000.0,101.869828259,39.2627063279,83.5723908918,127.657181572,233.068965517,109.409451226,IL
51.0,24.2925618728,Education - Elementary or middle school,50000.0,100000.0,51.5064004891,11.194923054,46.4839892305,56.3972064198,84.263576949,50.9782421581,IL
108.0,83.0,Food Sales,100000.0,200000.0,138.5,23.1832735923,123.75,153.0,217.0,140.222222222,IL
89.0,42.7846397765,Office - Bank or other financial,2000.0,5000.0,126.165749738,36.1857743492,102.274383319,150.469879118,238.803602661,127.5425978,IL
94.0,1.7,Retail - Uncategorized,2000.0,5000.0,119.721994536,46.2578215592,89.0638661202,144.476297814,332.8,118.33190908,IL
121.0,13.5469827157,Commercial - Uncategorized,200000.0,14500000.0,38.2673373447,19.6217141018,29.3259132957,51.1822681601,111.5,42.4755885735,IL
580.0,15.4475314835,Single Family - Uncategorized,2000.0,5000.0,54.2492278887,31.9648110951,42.3186549099,72.0388843754,285.016382829,62.4821234904,IL
98.0,5.0,Retail - Uncategorized,50000.0,100000.0,45.8077604565,15.7264041527,40.9489288028,53.7646131614,102.0,49.9037203468,IL
140.0,4.25076411061,Single Family - Detached,2000.0,5000.0,27.8314722421,18.0351928801,17.9769387773,38.1278227409,111.968221462,30.0553675687,IL
46.0,109.0,Food Sales,200000.0,14500000.0,142.5,21.3227781859,126.0,157.5,201.0,143.304347826,IL
71.0,3.4375,Office - Uncategorized,50000.0,100000.0,62.7756995411,79.398910368,48.4648053818,80.5082106538,434.089506173,86.1137179454,IL
64.0,141.027777778,Food Service - Uncategorized,2000.0,5000.0,262.187841782,60.8161648788,226.811568785,311.622004545,448.070666667,271.188408341,IL
176.0,23.7200974928,Office - Uncategorized,100000.0,200000.0,62.6772263863,55.9830397015,54.9372842001,74.2956315578,487.713097961,75.1086283769,IL
51.0,11.6152173039,Single Family - Detached,1000.0,2000.0,48.8423115552,28.6441840731,35.3149585803,64.8267849783,132.239836326,52.9178948367,IL
37.0,10.6211432024,Single Family - Uncategorized,5000.0,10000.0,42.913893681,23.5834965191,34.3792778836,50.8764767461,120.8937063,46.8308032384,IL
52.0,36.8019311563,Retail - Big Box (> 50K sf),50000.0,100000.0,43.7183043194,9.03602829785,40.0891212741,47.5700361852,72.0,46.5465163876,IL
61.0,5.85252819371,Retail - Uncategorized,5000.0,10000.0,105.8,66.4446901062,82.7732240437,173.202152098,292.199453552,125.510559038,IL
22.0,60.7746068363,Single Family - Uncategorized,0.0,1000.0,122.273433462,71.5282438686,87.3130908816,186.456165955,337.385356278,141.025725931,IL
112.0,24.0,Retail - Uncategorized,100000.0,200000.0,58.3595980493,19.353206829,46.9922470002,72.4957362768,122.293606448,59.7212214632,IL
29.0,53.990521327,Service - Post office or postal center,20000.0,50000.0,83.5057142857,30.1276052467,66.9615384615,94.3523809524,208.785123967,86.3000193392,IN
58.0,24.5565217391,Service - Post office or postal center,10000.0,20000.0,83.1664919637,19.9202172054,69.7893907563,95.3973214286,123.878612717,81.8766704559,IN
27.0,26.9784616712,Education - Other classroom,50000.0,100000.0,52.9265910833,9.17387156988,48.2391577769,56.1991184011,79.4649144771,52.3766500445,IN
218.0,26.5,Retail - Uncategorized,10000.0,20000.0,130.198908557,31.571866175,114.915809388,146.514255697,204.249514249,128.662411956,IN
23.0,40.2261765988,Education - Elementary or middle school,20000.0,50000.0,55.8679609637,11.6968927243,49.4568844262,60.5673067161,96.3222019081,56.1441827836,IN
28.0,5.1,Office - Uncategorized,200000.0,14500000.0,57.6090976173,25.7945880088,41.8455307197,78.0345697194,123.989824413,59.7507276089,IN
66.0,7.7,Retail - Uncategorized,20000.0,50000.0,63.4757556823,18.9463655761,56.7195621994,71.6614139555,121.0,66.5280547342,IN
69.0,123.397754171,Grocery store or food market,50000.0,100000.0,155.568982019,15.7637051476,147.745411482,165.276631788,201.449557887,156.458369703,IN
99.0,26.6776873149,Education - Elementary or middle school,50000.0,100000.0,50.7801143551,19.6535044509,42.7984806709,57.5208773831,192.073373171,52.1739433286,IN
58.0,83.0,Food Sales,100000.0,200000.0,123.5,18.839637521,114.25,133.0,178.0,124.74137931,IN
99.0,28.7229034284,Office - Bank or other financial,2000.0,5000.0,106.413302025,33.6010394998,82.4070266171,130.509307443,215.524886992,108.614728762,IN
30.0,6.46935300795,Office - Uncategorized,100000.0,200000.0,66.8542018557,20.7754668811,59.7043533136,70.1229735762,112.625238003,64.27549203,IN
91.0,5.09444444444,Food Service - Uncategorized,1000.0,2000.0,330.597297297,72.99627281,297.081055021,363.557575758,484.134,327.979563961,IN
67.0,25.1003597292,Retail - Uncategorized,50000.0,100000.0,46.1728519752,10.0865104964,41.9766172984,50.6156184653,94.0,47.601577698,IN
80.0,5.2458194653,Single Family - Detached,2000.0,5000.0,35.3246801916,16.7488525885,19.0856043887,42.3240399201,100.828375559,33.0833032333,IN
49.0,96.0,Food Sales,200000.0,14500000.0,119.0,12.3524626425,111.0,127.0,149.0,120.285714286,IN
29.0,12.1,Office - Uncategorized,50000.0,100000.0,52.7200151958,38.8404911884,46.1648574839,63.0969392852,187.869869502,62.9676611763,IN
93.0,6.6,Retail - Uncategorized,2000.0,5000.0,114.9,46.0894757573,85.4,141.0,276.4,114.173520771,IN
30.0,29.5629956624,Education - Elementary or middle school,100000.0,200000.0,48.0433361074,10.4446461827,40.8836227324,58.3702107125,68.4762919963,48.5967717525,IN
64.0,8.0107059558,Single Family - Detached,1000.0,2000.0,51.8222973995,28.16659839,29.9845019552,62.9645441662,138.324604149,51.8099567596,IN
39.0,36.3089181297,Retail - Big Box (> 50K sf),50000.0,100000.0,46.9570548306,11.0327608694,40.7809493675,52.5298942316,84.0,49.0438197769,IN
28.0,25.0,Retail - Uncategorized,5000.0,10000.0,85.65,46.2697498212,62.625,117.75,227.269733656,93.2066930975,IN
22.0,34.122803571,Office - Bank or other financial,5000.0,10000.0,85.2966663524,41.1337180462,63.0468600624,113.398858099,207.965777381,90.2298822294,IN
98.0,267.35763388,Food Service - Restaurant or cafeteria,2000.0,5000.0,501.728324131,144.886768015,406.597126423,594.564086989,983.023622107,514.624469697,IN
41.0,27.7271403402,Retail - Uncategorized,100000.0,200000.0,57.4225316798,18.3483359876,41.7780931704,66.1195345488,96.0982037281,56.116163386,IN
13.0,41.8693693694,Service - Post office or postal center,20000.0,50000.0,64.7265625,19.8204425807,53.1363636364,83.2731707317,104.492134831,68.0651617546,KS
0.0,,Multifamily - Uncategorized,10000.0,20000.0,,,,,,,KS
12.0,33.7080050407,Single Family - Detached,0.0,1000.0,465.050911238,305.575256566,107.497512686,574.05536922,876.988385807,411.036768031,KS
26.0,248.988333333,Food Service - Uncategorized,1000.0,2000.0,308.776410931,51.1866785485,294.10671875,329.749270833,453.25,322.297413934,KS
68.0,49.9329819939,Retail - Uncategorized,10000.0,20000.0,119.571460025,26.4181580751,102.233333333,133.346150288,170.281102941,120.236716436,KS
31.0,20.3837933614,Education - Elementary or middle school,20000.0,50000.0,42.4954060837,9.67448849281,37.3661289699,51.8027898678,59.4199520107,43.897360963,KS
0.0,,Residential - Other,0.0,1000.0,,,,,,,KS
14.0,51.3486343522,Retail - Uncategorized,20000.0,50000.0,74.3891232946,18.8092802556,59.7618010546,91.5,109.0,75.8542484655,KS
25.0,33.3507462687,Service - Post office or postal center,10000.0,20000.0,72.8349514563,19.3642152567,52.7483443709,83.8555555556,100.452173913,69.2906319707,KS
36.0,27.5804447028,Education - Elementary or middle school,50000.0,100000.0,37.8012808243,9.01656083699,31.4030353491,43.4825468384,59.5825306346,38.7613890306,KS
0.0,,Office - Uncategorized,200000.0,14500000.0,,,,,,,KS
43.0,90.0,Food Sales,100000.0,200000.0,122.0,14.0730966289,110.5,129.5,153.0,120.744186047,KS
12.0,53.1010557036,Office - Uncategorized,100000.0,200000.0,76.9488491292,15.6968519896,62.9109528116,87.0745305991,97.3003959417,74.7953987634,KS
0.0,,Commercial - Uncategorized,200000.0,14500000.0,,,,,,,KS
31.0,19.8871492301,Retail - Uncategorized,50000.0,100000.0,47.0527922279,10.354992339,41.3049716599,51.2333229944,83.0,47.4619901303,KS
14.0,219.0,Grocery store or food market,20000.0,50000.0,247.0,68.6191854599,232.75,296.25,433.595983755,277.979569293,KS
119.0,7.58847904921,Single Family - Detached,2000.0,5000.0,119.681134232,157.997335515,40.6682375779,295.486806568,605.242032225,178.549097981,KS
16.0,97.0,Food Sales,200000.0,14500000.0,113.0,15.4768644542,109.0,127.5,148.0,118.25,KS
0.0,,Multifamily - Uncategorized,20000.0,50000.0,,,,,,,KS
13.0,6.94996912094,Apartment Unit,0.0,1000.0,59.4184231324,252.244039435,38.7458781983,123.951089069,919.224235625,161.038190265,KS
42.0,13.2442703641,Single Family - Detached,1000.0,2000.0,180.046370772,307.986824091,52.5899702876,617.175596921,950.161380433,326.923865472,KS
0.0,,Retail - Big Box (> 50K sf),50000.0,100000.0,,,,,,,KS
0.0,,Retail - Uncategorized,5000.0,10000.0,,,,,,,KS
15.0,29.0,Retail - Uncategorized,100000.0,200000.0,48.0934642479,14.8736084886,42.2864961466,59.6271684347,86.851302794,51.1923305593,KS
14.0,17.0845818573,Single Family - Detached,5000.0,10000.0,82.3290350128,145.087143006,44.5990346887,203.840935909,480.197981404,149.512085663,KS
18.0,39.2845303867,Service - Post office or postal center,20000.0,50000.0,76.6688068235,22.1846826758,63.0024046075,86.0032655212,124.629290618,77.5704032798,KY
24.0,19.0356288597,Parking Garage,50000.0,100000.0,43.0927919141,57.2388893182,37.5515641172,146.421280972,179.409209456,76.1393660214,KY
60.0,25.6250209312,Education - Other classroom,50000.0,100000.0,41.928490533,11.7234022443,36.3428520558,49.4295543304,94.7234949791,43.9085365902,KY
104.0,39.8,Retail - Uncategorized,10000.0,20000.0,112.275832653,26.5345673673,96.4068144772,131.017865254,158.206869182,112.476186363,KY
22.0,13.7367339982,Office - Uncategorized,10000.0,20000.0,42.5019462129,22.6089705554,26.8337901549,49.1838628471,99.049303255,44.2875209888,KY
25.0,27.8011673117,Education - Other classroom,20000.0,50000.0,50.0813324839,16.2344166309,39.0382138131,60.2004066836,93.6386240404,50.9923081181,KY
31.0,12.9241165352,Retail - Uncategorized,20000.0,50000.0,56.5,19.1388893765,47.6264362208,72.0,99.0,58.229753803,KY
48.0,28.1711711712,Service - Post office or postal center,10000.0,20000.0,76.5581059164,50.6351259647,66.0148330975,91.7439929474,400.694214876,82.7789971938,KY
132.0,17.8778755315,Education - Elementary or middle school,50000.0,100000.0,41.6648072931,22.4221876683,37.2654212471,49.6889555976,189.599383552,45.8706928269,KY
48.0,87.0,Food Sales,100000.0,200000.0,110.0,12.9723519415,103.75,122.25,138.0,112.625,KY
